RPS House Price Index © Copyright 2019 - All Rights Reserved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Calgary_AB_Index,Calgary_AB_Value,Calgary_AB_YoY,Edmonton_AB_Index,Edmonton_AB_Value,Edmonton_AB_YoY,Halifax_NS_Index,Halifax_NS_Value,Halifax_NS_YoY,Hamilton_ON_Index,Hamilton_ON_Value,Hamilton_ON_YoY,Montreal_QC_Index,Montreal_QC_Value,Montreal_QC_YoY,Ottawa_Gatineau_ON_Index,Ottawa_Gatineau_ON_Value,Ottawa_Gatineau_ON_YoY,Québec_QC_Index,Québec_QC_Value,Québec_QC_YoY,Regina_SK_Index,Regina_SK_Value,Regina_SK_YoY,Saskatoon_SK_Index,Saskatoon_SK_Value,Saskatoon_SK_YoY,Toronto_ON_Index,Toronto_ON_Value,Toronto_ON_YoY,Vancouver_BC_Index,Vancouver_BC_Value,Vancouver_BC_YoY,Victoria_BC_Index,Victoria_BC_Value,Victoria_BC_YoY,Winnipeg_MB_Index,Winnipeg_MB_Value,Winnipeg_MB_YoY
200501,100,259530,0,100,210400,0,100,198220,0,100,212090,0,100,229060,0,100,253020,0,100,163670,0,100,136500,0,100,166160,0,100,340440,0,100,403920,0,100,372010,0,100,141510,0
200502,101,262130,0,101,212570,0,101.1,200450,0,101.3,214910,0,100.5,230250,0,100.4,254010,0,100.3,164160,0,100.8,137660,0,100.8,167520,0,100.7,342960,0,100.8,407190,0,101.2,376540,0,100.9,142740,0
200503,102,264760,0,102.1,214850,0,101.9,201940,0,102.6,217660,0,100.9,231130,0,100.8,254960,0,100.8,164970,0,101.6,138740,0,101.6,168840,0,101.6,345720,0,102.1,412410,0,102.6,381770,0,102,144370,0
200504,103.3,268150,0,103.1,216960,0,102.6,203290,0,103.8,220090,0,101.4,232210,0,101.2,256050,0,101.7,166510,0,102.3,139670,0,102.3,169900,0,102.4,348670,0,103.8,419350,0,104.4,388230,0,103.6,146550,0
200505,104.6,271460,0,104.2,219210,0,103.3,204670,0,104.7,222030,0,101.8,233190,0,101.8,257610,0,102.7,168040,0,103.1,140770,0,103.1,171240,0,103.3,351770,0,105.8,427350,0,106.5,396030,0,105.2,148840,0
200506,105.8,274560,0,105.3,221530,0,103.9,205980,0,105.7,224140,0,102.1,233970,0,102.5,259310,0,103.2,168980,0,104.2,142260,0,103.6,172170,0,104.2,354820,0,107.8,435610,0,108.4,403350,0,106.4,150580,0
200507,106.8,277090,0,106.3,223660,0,104.3,206820,0,106.3,225540,0,102.4,234550,0,103,260620,0,103.5,169330,0,105.1,143450,0,104.2,173210,0,104.9,357150,0,109.8,443410,0,110.3,410510,0,107.2,151680,0
200508,107.8,279690,0,107.2,225600,0,104.8,207660,0,106.7,226230,0,102.6,235080,0,103.4,261590,0,103.4,169240,0,105.9,144490,0,104.7,174030,0,105.3,358480,0,111.4,450090,0,111.9,416330,0,107.6,152260,0
200509,109,282840,0,108.1,227440,0,104.8,207800,0,106.7,226240,0,102.8,235560,0,103.6,262140,0,103.4,169250,0,106.3,145060,0,105.5,175370,0,105.5,359280,0,112.9,456210,0,113.4,421910,0,107.8,152580,0
200510,110.4,286590,0,109.1,229530,0,104.7,207490,0,106.8,226410,0,103.1,236170,0,103.8,262540,0,103.6,169520,0,106.8,145840,0,106.4,176770,0,105.8,360100,0,114.4,462070,0,114.9,427420,0,108.2,153050,0
200511,112.2,291260,0,110.3,232040,0,104.3,206680,0,106.8,226500,0,103.4,236760,0,104,263180,0,104,170210,0,107.2,146390,0,107.5,178560,0,106.1,361240,0,115.8,467600,0,116.3,432490,0,108.7,153780,0
200512,114.5,297170,0,111.8,235130,0,104.1,206310,0,106.9,226790,0,103.7,237530,0,104.3,263790,0,104.7,171390,0,107.9,147260,0,108.7,180660,0,106.4,362380,0,116.9,472290,0,117.3,436460,0,109.4,154750,0
200601,117.5,304840,0.174605,113.4,238700,0.134496,104.3,206640,0.042521,107.3,227490,0.072591,104,238320,0.040391,104.6,264600,0.045779,105.6,172860,0.05613,108.4,148020,0.084377,109.8,182510,0.098388,106.8,363580,0.067973,118,476540,0.17979,118.2,439720,0.182004,110.4,156250,0.10419
200602,121.4,315000,0.201709,115.5,243100,0.143598,104.8,207740,0.036387,107.8,228690,0.064101,104.3,238860,0.037414,104.7,265000,0.04327,106.4,174140,0.060826,109.4,149270,0.084333,110.9,184320,0.100325,107.2,365070,0.064462,119.2,481520,0.182557,119.1,442920,0.176296,111.8,158150,0.10796
200603,126.1,327320,0.23628,118.4,249100,0.159425,105.6,209230,0.036085,108.3,229800,0.055797,104.5,239370,0.035669,105,265660,0.041968,107.2,175520,0.063891,110.1,150260,0.082975,111.9,185890,0.100962,107.8,367080,0.06179,120.8,487780,0.18276,120.1,446650,0.169963,113.5,160660,0.112861
200604,131.4,341100,0.272061,121.8,256240,0.181055,106.3,210660,0.036271,108.9,230860,0.048978,105,240470,0.035588,105.5,266830,0.042103,108.1,177000,0.062985,110.9,151330,0.083474,112.9,187630,0.104393,108.5,369430,0.059532,122.6,495350,0.181243,121,450190,0.159588,115.2,163000,0.112269
200605,136.9,355210,0.308511,125.7,264480,0.2065,107.1,212210,0.036848,109.5,232170,0.045672,105.6,241900,0.037351,106.1,268530,0.042387,109,178410,0.061711,111.9,152710,0.084839,114.5,190210,0.110763,109.3,371950,0.057367,124.7,503680,0.178619,122,453930,0.146183,116.7,165170,0.10971
200606,142.2,368950,0.343823,130.1,273810,0.236004,107.9,213880,0.038324,110.3,233990,0.043944,106.2,243310,0.039956,106.9,270530,0.043266,109.6,179380,0.061583,112.9,154160,0.083656,116.6,193680,0.124938,110,374450,0.055335,126.7,511820,0.174933,123.2,458320,0.136285,118,166970,0.108813
200607,147.1,381700,0.377534,134.9,283870,0.269236,108.4,214960,0.03938,111.2,235850,0.04568,106.8,244580,0.042759,107.6,272130,0.044176,110,180000,0.063028,113.7,155200,0.081903,118.8,197360,0.139477,110.6,376560,0.054346,128.5,519060,0.170602,124.5,463100,0.128103,119,168430,0.110393
200608,151.2,392350,0.40281,139.9,294450,0.305213,108.8,215660,0.038507,111.9,237230,0.048629,107.2,245550,0.044525,108,273150,0.044179,110.4,180620,0.067232,114.3,155970,0.079482,120.9,200960,0.154754,111.1,378120,0.054772,130,525060,0.16657,125.5,466830,0.121288,119.5,169040,0.110209
200609,154.6,401210,0.418505,145.1,305310,0.342333,109.2,216450,0.041631,112.3,238190,0.052806,107.6,246370,0.045873,108.1,273600,0.043699,110.5,180890,0.068787,115,156920,0.081727,122.8,204050,0.163532,111.4,379240,0.055546,131.2,529920,0.161576,126.1,469080,0.111783,119.7,169410,0.110319
200610,157.1,407820,0.422992,150.2,315990,0.376642,109.8,217560,0.048532,112.6,238750,0.054495,107.8,246950,0.045654,108.3,273940,0.043393,110.9,181560,0.071011,115.8,158120,0.084157,124.8,207340,0.172979,111.7,380280,0.056042,132.3,534280,0.156274,126.5,470670,0.101211,119.9,169590,0.108104
200611,159,412540,0.416419,154.8,325780,0.403987,110.4,218770,0.058475,112.7,239130,0.055762,108.2,247800,0.04662,108.4,274240,0.04202,111.4,182310,0.071128,117,159650,0.090558,127,211070,0.182069,112.1,381490,0.05606,133,537140,0.148703,127,472620,0.092779,120.3,170300,0.107431
200612,160.2,415890,0.399482,159.1,334770,0.423788,110.7,219380,0.063384,112.7,239100,0.054262,108.8,249230,0.049238,108.7,274970,0.042366,112.3,183840,0.072668,118.4,161630,0.097582,129.8,215620,0.193508,112.4,382550,0.055672,133.4,538690,0.140595,127.9,475740,0.090001,121.2,171540,0.108483
200701,161.4,418990,0.374456,163.2,343410,0.438656,110.8,219590,0.062668,112.7,238970,0.050448,109.5,250940,0.052959,109.1,275930,0.042809,113.1,185100,0.070807,120.8,164900,0.114033,133,221070,0.211299,112.6,383490,0.054763,133.6,539820,0.132789,128.9,479530,0.090531,122.5,173380,0.109664
200702,163.1,423310,0.343835,167.2,351820,0.447237,110.8,219680,0.057472,112.9,239460,0.04709,110.2,252430,0.056829,109.5,277160,0.045908,114.3,187010,0.073872,124,169280,0.134044,137.1,227870,0.236263,112.9,384490,0.053191,134.2,542200,0.126015,130.1,484130,0.093056,124.1,175680,0.110814
200703,165.6,429750,0.312931,171.6,361070,0.449492,111.1,220130,0.052106,113.6,240960,0.04857,110.9,254070,0.061393,110.2,278770,0.049361,115.6,189150,0.077659,128,174770,0.163182,142.4,236570,0.272642,113.4,386220,0.052131,135.4,546820,0.121036,131.4,488730,0.094196,126.1,178440,0.110668
200704,168.6,437670,0.283111,176.2,370790,0.447063,111.8,221570,0.051758,114.5,242800,0.051695,111.7,255940,0.064325,111,280880,0.052644,117.3,192070,0.085118,133.4,182160,0.203788,148.2,246240,0.312361,114.1,388610,0.05191,137,553230,0.116838,132.5,492740,0.094512,128,181130,0.111222
200705,171.8,445740,0.254867,181,380730,0.439527,112.9,223780,0.054487,115.2,244410,0.052692,112.7,258150,0.067152,112,283310,0.055047,119.3,195190,0.094046,139.9,190910,0.250149,154.8,257240,0.352386,115.1,391680,0.053035,139,561340,0.114474,133.6,497000,0.094895,129.9,183810,0.112828
200706,174.5,452870,0.22745,185.3,389840,0.423749,114.3,226590,0.059438,116,246110,0.051799,113.6,260240,0.069581,112.8,285460,0.055188,120.8,197750,0.102387,146.7,200260,0.299002,161.5,268290,0.385266,116,394810,0.054377,141.1,570080,0.113841,134.7,501200,0.093566,131.5,186100,0.114581
200707,176.6,458350,0.200806,188.7,397030,0.398609,115.6,229190,0.066186,116.5,247180,0.048055,114.5,262200,0.072008,113.5,287120,0.055068,122.1,199870,0.110354,153.3,209230,0.348066,168,279140,0.414353,116.8,397510,0.055635,143.2,578290,0.114122,135.9,505490,0.091542,132.8,187900,0.115635
200708,178.1,462120,0.177811,190.5,400890,0.361495,116.9,231670,0.074255,116.8,247770,0.044449,115.3,264050,0.075376,113.8,288040,0.054532,123.2,201580,0.116052,159,216980,0.391117,173.4,288060,0.433384,117.3,399480,0.056498,144.8,584820,0.113811,137,509700,0.091847,133.6,189060,0.118475
200709,178.8,463940,0.156347,190.9,401740,0.315847,117.8,233550,0.078976,116.9,247940,0.040931,116.1,265910,0.079339,114.1,288680,0.055111,124.1,203070,0.12258,163.7,223410,0.423758,177.9,295550,0.448468,117.9,401230,0.057993,146.1,590140,0.113627,138.1,513890,0.095529,134.2,189910,0.120999
200710,178.9,464200,0.138257,189.9,399630,0.264701,118.6,235180,0.08095,117.2,248490,0.040808,116.9,267820,0.084532,114.4,289460,0.056679,125.1,204680,0.127363,167.5,228580,0.44563,181.5,301600,0.454614,118.5,403270,0.060445,147.3,594920,0.113481,139.5,518940,0.102542,135,191020,0.126319
200711,178.4,463020,0.122343,187.9,395310,0.213397,119.3,236460,0.080854,117.3,248700,0.040003,117.8,269890,0.089145,115,290850,0.06056,126.1,206460,0.132455,170.8,233180,0.460636,184.7,306860,0.453816,119.2,405910,0.064028,148.4,599600,0.116289,140.8,523920,0.108553,136.1,192520,0.130514
200712,177.8,461430,0.109506,185.2,389620,0.163851,119.7,237250,0.081431,117.3,248740,0.040295,118.6,271690,0.090128,115.6,292490,0.063736,127.6,208920,0.136413,174.5,238230,0.473957,187.2,311040,0.442509,120,408440,0.067659,149.5,603680,0.120645,142.4,529590,0.113188,137.3,194310,0.13276
200801,177.2,459940,0.09774,182.3,383630,0.117139,119.5,236920,0.078899,117.3,248870,0.041461,119.3,273190,0.088676,116.2,294100,0.065856,128.8,210770,0.138699,179,244380,0.481982,189.4,314720,0.423627,120.6,410640,0.07079,150.4,607310,0.125028,143.9,535350,0.116399,138.7,196240,0.131831
200802,176.8,458740,0.083702,179.9,378520,0.075914,119.2,236360,0.075952,117.8,249820,0.043256,119.6,274010,0.085458,116.8,295630,0.066632,129.3,211620,0.131591,184.4,251770,0.487314,192,318960,0.399733,121.1,412410,0.072637,151.2,610790,0.126486,145.6,541790,0.119098,140.7,199150,0.133613
200803,176.5,458130,0.066043,178.3,375100,0.038862,119.4,236730,0.075419,118.3,250910,0.04127,120,274920,0.082086,117.5,297330,0.066587,129.5,211920,0.120423,190.6,260160,0.488521,195.1,324210,0.370436,121.6,414060,0.072079,152.2,614780,0.124277,146.8,546270,0.117751,143.1,202550,0.135089
200804,176.5,458060,0.04658,177.4,373260,0.006639,120.1,238080,0.074538,119.1,252610,0.040395,120.5,275990,0.078338,118.3,299310,0.065611,130,212810,0.108014,196.5,268210,0.472377,198.8,330370,0.341625,122,415450,0.069084,153.1,618450,0.117882,147.3,547900,0.111948,145.7,206110,0.137933
200805,176.5,458140,0.027815,176.9,372200,-0.022386,121,239860,0.071868,119.9,254380,0.040796,121.1,277360,0.074433,119.5,302250,0.066881,130.6,213720,0.09495,201.6,275240,0.441749,202.1,335890,0.305742,122.4,416790,0.064114,153.8,621240,0.106715,147.7,549360,0.105339,147.8,209200,0.138173
200806,176.3,457660,0.010562,176.2,370680,-0.049143,121.9,241670,0.066525,120.6,255690,0.038917,121.8,279060,0.072305,120.5,304980,0.068385,131.1,214520,0.084802,204.6,279330,0.394852,204.6,339940,0.267065,122.6,417510,0.057486,154.2,622940,0.092726,148.3,551670,0.100682,149.3,211260,0.135201
200807,175.7,455980,-0.005175,175.3,368740,-0.071237,122.4,242690,0.058915,120.8,256200,0.03649,122.7,280980,0.071647,121.4,307200,0.069959,131.7,215630,0.078893,205.9,281040,0.343247,205.6,341680,0.224032,122.6,417540,0.050384,154,622020,0.075612,148.5,552290,0.092579,149.7,211830,0.127306
200808,174.3,452460,-0.020891,174.1,366200,-0.086529,122.7,243210,0.049783,120.8,256140,0.033758,123.5,282920,0.071454,121.9,308540,0.071154,132.7,217120,0.077094,205.9,281000,0.295062,205.2,340980,0.183732,122.4,416830,0.043435,153.2,618610,0.05778,148,550760,0.080558,149.3,211270,0.117441
200809,172.2,446990,-0.036544,172.7,363350,-0.095548,122.6,242980,0.040387,120.5,255500,0.030515,124.2,284560,0.070139,122.3,309450,0.071958,133.8,218980,0.078345,204.8,279500,0.251053,203.1,337480,0.141869,122.1,415670,0.03599,151.6,612140,0.037281,146.9,546670,0.063793,148.3,209800,0.104711
200810,169.9,440970,-0.050036,171,359790,-0.099684,122.6,243050,0.033494,119.7,253900,0.02176,124.7,285710,0.066774,122.5,309990,0.070905,134.6,220230,0.07596,203,277130,0.212397,200.5,333180,0.104707,121.7,414160,0.027009,149.7,604510,0.016123,145.7,541990,0.044425,147,208070,0.089254
200811,167.7,435160,-0.060153,169.3,356170,-0.099012,122.9,243610,0.030254,118.8,252060,0.013524,125.1,286630,0.062026,122.7,310400,0.067213,135.1,221140,0.071109,201.1,274540,0.177354,198,328930,0.071903,121.2,412550,0.016363,147.7,596490,-0.005186,144.2,536510,0.02404,145.9,206510,0.072664
200812,165.6,429780,-0.068585,167.5,352520,-0.095232,123.5,244820,0.031918,118.2,250620,0.007589,125.4,287270,0.057335,122.7,310460,0.061447,135.7,222090,0.063033,199.4,272230,0.142707,195.3,324470,0.043172,120.6,410600,0.005304,145.7,588410,-0.025294,142.8,531380,0.003378,145,205140,0.055706
200901,163.5,424230,-0.07765,166,349260,-0.089603,123.9,245620,0.036715,117.7,249580,0.002837,125.7,287890,0.05383,122.6,310310,0.05513,136.4,223280,0.059357,197.8,270030,0.104945,192.3,319450,0.015033,119.9,408210,-0.0059,143.6,579990,-0.04499,141.3,525500,-0.018396,144.4,204270,0.040931
200902,161.4,418790,-0.087088,164.6,346300,-0.085139,124.1,245940,0.040493,117.7,249560,-0.00104,125.8,288180,0.051718,122.2,309230,0.045989,137.3,224680,0.061747,195.7,267090,0.060854,189.6,315070,-0.012211,119.2,405730,-0.016202,141.5,571660,-0.064064,139.6,519260,-0.041584,144.3,204190,0.025299
200903,159.4,413640,-0.09711,163.3,343690,-0.08375,123.8,245300,0.0362,118,250170,-0.002946,125.7,288010,0.047624,122.1,308880,0.038838,138.2,226140,0.067079,193.9,264620,0.017147,187.8,312050,-0.037483,118.6,403810,-0.024748,140,565450,-0.080246,138.7,516050,-0.05532,145.5,205960,0.016841
200904,158,409920,-0.10508,162.6,342090,-0.083485,123.7,245110,0.029503,118.2,250770,-0.007273,125.7,287900,0.04315,122.4,309720,0.034768,139.1,227640,0.069673,192.6,262920,-0.019752,186.9,310490,-0.060153,118.4,403210,-0.029478,139.3,562500,-0.090459,138.8,516350,-0.057586,147.9,209270,0.015305
200905,157.4,408430,-0.108515,162.5,341890,-0.081455,124,245840,0.02495,118.8,251990,-0.009389,125.9,288490,0.04012,123.3,312080,0.032514,140.1,229260,0.072724,192.6,262940,-0.044705,186.8,310380,-0.075945,118.9,404660,-0.029091,139.6,563900,-0.092294,139.7,519690,-0.053993,150.5,212950,0.017919
200906,157.7,409390,-0.10547,163,342850,-0.075081,124.8,247400,0.023727,119.6,253710,-0.00771,126.5,289760,0.038354,124.5,314970,0.03274,141,230750,0.07566,193.5,264150,-0.05433,187.3,311260,-0.084375,119.8,407990,-0.022809,140.7,568110,-0.088017,140.8,523890,-0.050347,152.9,216300,0.023871
200907,158.8,412150,-0.096132,163.7,344450,-0.065882,125.6,248890,0.025549,120.8,256150,-0.000197,127.2,291270,0.036611,125.5,317560,0.033719,141.9,232210,0.076864,194.3,265170,-0.056466,188.2,312760,-0.084635,121.1,412230,-0.012725,142.2,574210,-0.076864,142.3,529210,-0.041777,154.3,218330,0.030726
200908,160,415140,-0.082488,164.6,346370,-0.054154,126,249710,0.026743,121.8,258260,0.008265,127.9,292880,0.035195,126.6,320240,0.037924,142.6,233470,0.075313,194.8,265910,-0.053695,189.1,314160,-0.078666,122.4,416720,-0.000262,144,581790,-0.059515,143.6,534270,-0.02995,155.2,219640,0.03965
200909,160.9,417600,-0.06574,165.8,348740,-0.040206,126,249800,0.028072,122.6,260120,0.018085,128.7,294690,0.035598,127.6,322870,0.043354,143.3,234550,0.071102,195,266210,-0.047538,190.2,316120,-0.063317,123.8,421300,0.013545,146.2,590590,-0.035196,145,539440,-0.013218,155.8,220500,0.051028
200910,161.7,419660,-0.048325,167,351410,-0.0233,126.3,250280,0.02973,123.3,261440,0.029682,129.7,297000,0.039528,128.8,325920,0.051386,143.8,235440,0.069042,195.7,267190,-0.035856,191.7,318470,-0.044158,125.2,426360,0.029461,148.7,600650,-0.006378,146.4,544650,0.004904,156.3,221170,0.062961
200911,162.4,421540,-0.031302,168.2,353940,-0.006248,126.8,251380,0.031889,123.7,262380,0.040917,130.6,299190,0.043852,130.1,329230,0.060657,144.5,236540,0.069599,196.5,268270,-0.022843,193.5,321530,-0.022489,126.9,431900,0.046892,151.1,610270,0.023098,147.9,550190,0.025488,156.8,221820,0.074114
200912,162.9,422740,-0.016387,169.2,356090,0.010121,127.8,253240,0.034411,123.9,262810,0.048622,131.5,301110,0.048178,131.3,332180,0.06995,145.4,238030,0.071801,197.5,269650,-0.009486,195.4,324680,0.000655,128.5,437360,0.065174,152.9,617690,0.04976,149.6,556680,0.047608,157.4,222790,0.086051
